Query Title,Query File,Database File,Search Method,Positive/redundant (+) or negative (-) hit for queries with query title (edit this column),Hit Number,E-value,Order of magnitude of E-value difference compared to top hit,Length as percent of top hit sequence length,Accession,Description,
ARG8,ARG8_Kveneficum.faa,GCA_905221605.1_Snat_CCMP2548_protein.faa,blastp 2.9.0+,-,1,1.80357e-69,0,100,"CAE7232509.1","Oat [Symbiodinium natans] "CAE7232509.1 Oat [Symbiodinium natans]"
ARG8,ARG8_Kveneficum.faa,GCA_905221605.1_Snat_CCMP2548_protein.faa,blastp 2.9.0+,-,2,4.64795e-32,37,350,"CAE7205803.1","Etnppl [Symbiodinium natans] "CAE7205803.1 Etnppl [Symbiodinium natans]"
ARG8,ARG8_Kveneficum.faa,GCA_905221605.1_Snat_CCMP2548_protein.faa,blastp 2.9.0+,-,3,7.85249e-31,39,121,"CAE7464887.1","unnamed protein product [Symbiodinium natans] "CAE7464887.1 unnamed protein product [Symbiodinium natans]"
ARG8,ARG8_Kveneficum.faa,GCA_905221605.1_Snat_CCMP2548_protein.faa,blastp 2.9.0+,-,4,1.51322e-30,39,121,"CAE7464879.1","unnamed protein product [Symbiodinium natans] "CAE7464879.1 unnamed protein product [Symbiodinium natans]"
ARG8,ARG8_Kveneficum.faa,GCA_905221605.1_Snat_CCMP2548_protein.faa,blastp 2.9.0+,-,5,2.08924e-30,39,148,"CAE7464897.1","unnamed protein product [Symbiodinium natans] "CAE7464897.1 unnamed protein product [Symbiodinium natans]"
ARG8,ARG8_Kveneficum.faa,GCA_905221605.1_Snat_CCMP2548_protein.faa,blastp 2.9.0+,-,6,5.05943e-27,42,226,"CAE7363482.1","GABA-TP3 [Symbiodinium natans] "CAE7363482.1 GABA-TP3 [Symbiodinium natans]"
ARG8,ARG8_Kveneficum.faa,GCA_905221605.1_Snat_CCMP2548_protein.faa,blastp 2.9.0+,-,7,0.0362189,67,105,"CAE7458396.1","rocD [Symbiodinium natans] "CAE7458396.1 rocD [Symbiodinium natans]"
ARG8,ARG8_Kveneficum.faa,GCA_001939145.1_protein.faa,blastp 2.9.0+,+,1,2.01257e-92,0,100,"OLP92616.1","Acetylornithine aminotransferase  mitochondrial [Symbiodinium microadriaticum] "OLP92616.1 Acetylornithine aminotransferase  mitochondrial [Symbiodinium microadriaticum]"
ARG8,ARG8_Kveneficum.faa,GCA_001939145.1_protein.faa,blastp 2.9.0+,-,2,1.77532e-65,27,30,"OLP86530.1","Ornithine aminotransferase  mitochondrial [Symbiodinium microadriaticum] "OLP86530.1 Ornithine aminotransferase  mitochondrial [Symbiodinium microadriaticum]"
ARG8,ARG8_Kveneficum.faa,GCA_001939145.1_protein.faa,blastp 2.9.0+,-,3,5.85749e-35,57,18,"OLP86029.1","Ethanolamine-phosphate phospho-lyase [Symbiodinium microadriaticum] "OLP86029.1 Ethanolamine-phosphate phospho-lyase [Symbiodinium microadriaticum]"
ARG8,ARG8_Kveneficum.faa,GCA_001939145.1_protein.faa,blastp 2.9.0+,-,4,4.87129e-27,65,146,"OLQ01891.1","Adenosylmethionine-8-amino-7-oxononanoate aminotransferase [Symbiodinium microadriaticum] "OLQ01891.1 Adenosylmethionine-8-amino-7-oxononanoate aminotransferase [Symbiodinium microadriaticum]"
